5792,state:4,Time:13:38:43,Lat:35.55494500,Lng:139.65563167,ax:   0.0,ay:0.0011111111111111111,az:0.0011111111111111111,q:359.9375,rV:     0,lV:     0,Camera:captured!
56853,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:-1.0255555555555556,ay:0.31222222222222223,az:  0.36,q: 164.5,rV:    60,lV:    60,Camera:0
56982,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:0.3988888888888889,ay:0.19555555555555557,az:-0.23666666666666666,q: 166.0,rV:    60,lV:    60,Camera:0
56990,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:-0.36666666666666664,ay:0.37444444444444447,az:0.03888888888888889,q:165.9375,rV:    60,lV:    60,Camera:0
57296,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:0.10333333333333333,ay:0.6044444444444445,az:-0.08555555555555555,q: 163.5,rV:    60,lV:    60,Camera:0
57409,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:-0.12222222222222222,ay:0.7388888888888889,az:0.11666666666666667,q:163.0625,rV:    60,lV:    60,Camera:0
57522,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:1.0911111111111111,ay:-0.6644444444444444,az:-0.12777777777777777,q:163.3125,rV:    60,lV:    60,Camera:0
57607,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:1.068888888888889,ay:-0.1111111111111111,az:-0.08333333333333333,q:163.625,rV:    60,lV:    60,Camera:0
57690,state:6,Time:13:39:34,Lat:35.55490000,Lng:139.65551500,ax:1.3211111111111111,ay:-0.8944444444444445,az:0.21666666666666667,q:162.3125,rV:    60,lV:    60,Camera:0
57782,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:-0.2811111111111111,ay:-0.14444444444444443,az:0.05444444444444444,q:161.0625,rV:    60,lV:    60,Camera:0
57834,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:0.8822222222222222,ay:-0.36333333333333334,az:-0.3022222222222222,q:161.4375,rV:    60,lV:    60,Camera:0
57893,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:0.7733333333333333,ay:0.9088888888888889,az:-0.4066666666666667,q: 161.5,rV:    60,lV:    60,Camera:0
57904,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:1.271111111111111,ay:-0.11333333333333333,az:-0.3788888888888889,q:161.75,rV:    60,lV:    60,Camera:0
58029,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:-0.9688888888888889,ay:0.4088888888888889,az:0.7266666666666667,q:160.875,rV:    60,lV:    60,Camera:0
58038,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax: -0.67,ay:0.5266666666666666,az:0.6722222222222223,q:160.875,rV:    60,lV:    60,Camera:0
58334,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:-0.09111111111111111,ay:0.12444444444444444,az:0.11666666666666667,q:158.75,rV:    60,lV:    60,Camera:0
58462,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax: -0.22,ay:-0.42777777777777776,az:0.11333333333333333,q:157.4375,rV:    60,lV:    60,Camera:0
58574,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:0.043333333333333335,ay: -0.25,az:0.035555555555555556,q:157.875,rV:    60,lV:    60,Camera:0
58656,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:0.1688888888888889,ay:-0.2722222222222222,az:0.31222222222222223,q:157.625,rV:    60,lV:    60,Camera:0
58744,state:6,Time:13:39:35,Lat:35.55490000,Lng:139.65551500,ax:-0.9911111111111112,ay:0.45666666666666667,az:0.04666666666666667,q:-1889.9375,rV:    60,lV:    60,Camera:0
58836,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:-1.0355555555555556,ay:0.10888888888888888,az:-0.051111111111111114,q:159.0625,rV:    60,lV:    60,Camera:0
58888,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:0.5166666666666667,ay:0.6844444444444444,az:-0.35888888888888887,q:160.1875,rV:    60,lV:    60,Camera:0
58945,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:0.7133333333333334,ay:-0.014444444444444444,az:0.17888888888888888,q:160.3125,rV:    60,lV:    60,Camera:0
58957,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:0.6322222222222222,ay:0.17666666666666667,az:0.2788888888888889,q:160.125,rV:    60,lV:    60,Camera:0
59080,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:-0.5277777777777778,ay:-0.09222222222222222,az:0.2588888888888889,q:-1888.0625,rV:    60,lV:    60,Camera:0
59091,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:-0.6788888888888889,ay:-0.13777777777777778,az:0.2877777777777778,q:159.75,rV:    60,lV:    60,Camera:0
59402,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:-0.5333333333333333,ay:-0.23666666666666666,az:0.09888888888888889,q:160.625,rV:    60,lV:    60,Camera:0
59514,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:0.8533333333333334,ay:-0.31333333333333335,az:-0.0077777777777777776,q:159.6875,rV:    60,lV:    60,Camera:0
59628,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax:-0.5444444444444444,ay:0.3488888888888889,az:0.11888888888888889,q:158.625,rV:    60,lV:    60,Camera:0
59715,state:6,Time:13:39:36,Lat:35.55490000,Lng:139.65551500,ax: -0.72,ay:1.0622222222222222,az:-0.12111111111111111,q:158.875,rV:    60,lV:    60,Camera:0
59788,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:-0.5944444444444444,ay:-0.028888888888888888,az:0.10333333333333333,q:159.625,rV:    60,lV:    60,Camera:0
59880,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.044444444444444446,ay:0.5966666666666667,az:-0.01888888888888889,q:159.625,rV:    60,lV:    60,Camera:0
59929,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.3188888888888889,ay:-0.6911111111111111,az:0.21333333333333335,q: 159.0,rV:    60,lV:    60,Camera:0
59987,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.6755555555555556,ay: -0.29,az:0.10777777777777778,q:158.375,rV:    60,lV:    60,Camera:0
59998,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.6755555555555556,ay: -0.29,az:0.10777777777777778,q:158.375,rV:    60,lV:    60,Camera:0
60105,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:-1.2122222222222223,ay:-0.5177777777777778,az:0.7511111111111111,q:155.5625,rV:    60,lV:    60,Camera:0
60113,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:-0.7988888888888889,ay:-0.21666666666666667,az:  0.77,q:155.125,rV:    60,lV:    60,Camera:0
60411,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.8377777777777777,ay:0.03333333333333333,az:0.08444444444444445,q:153.9375,rV:    60,lV:    60,Camera:0
60538,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:-0.12666666666666668,ay:0.11888888888888889,az:0.29555555555555557,q:153.9375,rV:    60,lV:    60,Camera:0
60650,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.2777777777777778,ay:-0.33111111111111113,az:-0.11444444444444445,q:152.3125,rV:    60,lV:    60,Camera:0
60736,state:6,Time:13:39:37,Lat:35.55490000,Lng:139.65551333,ax:0.12444444444444444,ay:0.5511111111111111,az: -0.13,q:152.875,rV:    60,lV:    60,Camera:0
60818,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:0.3688888888888889,ay:-0.052222222222222225,az:-0.14666666666666667,q:153.75,rV:    60,lV:    60,Camera:0
60906,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:-0.2822222222222222,ay:-0.6411111111111111,az:  0.25,q:152.125,rV:    60,lV:    60,Camera:0
60962,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:  0.18,ay:0.38666666666666666,az:0.024444444444444446,q:151.0625,rV:    60,lV:    60,Camera:0
61022,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:-0.3511111111111111,ay:-0.7944444444444444,az:0.03222222222222222,q:150.75,rV:    60,lV:    60,Camera:0
61033,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:0.10888888888888888,ay:-0.6733333333333333,az:0.19444444444444445,q:150.75,rV:    60,lV:    60,Camera:0
61136,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:0.22333333333333333,ay:-0.1922222222222222,az:-0.19777777777777777,q:150.6875,rV:    60,lV:    60,Camera:0
61150,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:-0.3022222222222222,ay:-0.017777777777777778,az:-0.1111111111111111,q:150.5625,rV:    60,lV:    60,Camera:0
61462,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:0.22333333333333333,ay: -0.03,az:0.04888888888888889,q:150.625,rV:    60,lV:    60,Camera:0
61572,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:0.37333333333333335,ay:0.7877777777777778,az:0.07777777777777778,q:150.1875,rV:    60,lV:    60,Camera:0
61683,state:6,Time:13:39:38,Lat:35.55490000,Lng:139.65551333,ax:-0.5666666666666667,ay:0.14333333333333334,az:0.016666666666666666,q: 151.0,rV:    60,lV:    60,Camera:0
61771,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:0.008888888888888889,ay:-0.4166666666666667,az:0.05555555555555555,q:150.8125,rV:    60,lV:    60,Camera:0
61858,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:-1.1244444444444444,ay:0.13777777777777778,az:  0.45,q:149.125,rV:    60,lV:    60,Camera:0
61944,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax: -0.07,ay:-0.40555555555555556,az:-0.20666666666666667,q:149.5625,rV:    60,lV:    60,Camera:0
61997,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:-0.33666666666666667,ay:-0.2111111111111111,az:0.15222222222222223,q:149.9375,rV:    60,lV:    60,Camera:0
62060,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:1.0577777777777777,ay:-0.016666666666666666,az:0.04777777777777778,q:149.5625,rV:    60,lV:    60,Camera:0
62071,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:0.5411111111111111,ay:0.7666666666666667,az:-0.044444444444444446,q:149.5625,rV:    60,lV:    60,Camera:0
62197,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:-0.17333333333333334,ay:-0.4022222222222222,az:0.17444444444444446,q:148.0625,rV:    60,lV:    60,Camera:0
62205,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:0.11888888888888889,ay:-0.3522222222222222,az:0.1322222222222222,q: 148.0,rV:    70,lV:    50,Camera:0
62505,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:0.9355555555555556,ay:-0.8177777777777778,az:0.2788888888888889,q:144.1875,rV:    70,lV:    50,Camera:0
62630,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:-0.31666666666666665,ay:0.3433333333333333,az:0.8733333333333333,q:139.1875,rV:    70,lV:    50,Camera:0
62745,state:6,Time:13:39:39,Lat:35.55490000,Lng:139.65551333,ax:0.30666666666666664,ay:0.008888888888888889,az:  0.64,q:135.3125,rV:    70,lV:    50,Camera:0
62836,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.04888888888888889,ay: -0.31,az:0.9522222222222222,q:131.9375,rV:    70,lV:    50,Camera:0
62905,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.3488888888888889,ay:0.13555555555555557,az:0.3011111111111111,q:129.1875,rV:    70,lV:    50,Camera:0
62993,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.5422222222222223,ay:-0.028888888888888888,az:  0.16,q:127.3125,rV:    70,lV:    50,Camera:0
63048,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.16777777777777778,ay:0.2688888888888889,az:0.9677777777777777,q:125.25,rV:    70,lV:    50,Camera:0
63108,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.21888888888888888,ay:0.5755555555555556,az:0.8066666666666666,q:121.9375,rV:    70,lV:    50,Camera:0
63119,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.13555555555555557,ay:0.31333333333333335,az:0.6733333333333333,q:121.5625,rV:    70,lV:    50,Camera:0
63224,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:-0.45666666666666667,ay:-0.4588888888888889,az:0.39444444444444443,q:119.4375,rV:    70,lV:    50,Camera:0
63234,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:-0.6433333333333333,ay:0.6644444444444444,az:0.3933333333333333,q:119.3125,rV:    70,lV:    50,Camera:0
63557,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.08444444444444445,ay:-1.1377777777777778,az:0.044444444444444446,q:111.1875,rV:    70,lV:    50,Camera:0
63669,state:6,Time:13:39:40,Lat:35.55490167,Lng:139.65551333,ax:0.7044444444444444,ay:-1.0122222222222221,az:0.7066666666666667,q:108.25,rV:    70,lV:    50,Camera:0
63788,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-1.4433333333333334,ay:0.15333333333333332,az:0.8244444444444444,q:103.375,rV:    70,lV:    50,Camera:0
63873,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-1.3177777777777777,ay:1.1711111111111112,az:  0.93,q:98.875,rV:    70,lV:    50,Camera:0
63963,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.07888888888888888,ay:0.017777777777777778,az:0.8611111111111112,q:93.625,rV:    70,lV:    50,Camera:0
64051,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.021111111111111112,ay:-0.3288888888888889,az:0.5088888888888888,q: 91.25,rV:    70,lV:    50,Camera:0
64097,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:0.4866666666666667,ay:0.7833333333333333,az:0.2633333333333333,q:  90.0,rV:    70,lV:    50,Camera:0
64152,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.5422222222222223,ay:0.6366666666666667,az:0.7211111111111111,q: 88.25,rV:    70,lV:    50,Camera:0
64166,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.08888888888888889,ay:0.4822222222222222,az:  0.73,q:87.8125,rV:    70,lV:    50,Camera:0
64290,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-1.0666666666666667,ay:  0.84,az:  0.03,q:84.0625,rV:    70,lV:    50,Camera:0
64298,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.11555555555555555,ay:0.37333333333333335,az:-0.12666666666666668,q:84.1875,rV:    60,lV:    60,Camera:0
64605,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:-0.5566666666666666,ay:-0.08777777777777777,az:  0.23,q:81.6875,rV:    60,lV:    60,Camera:0
64728,state:6,Time:13:39:41,Lat:35.55490167,Lng:139.65551500,ax:0.9255555555555556,ay:-0.4855555555555556,az:0.11666666666666667,q:81.9375,rV:    60,lV:    60,Camera:0
64849,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:-1.528888888888889,ay:0.15666666666666668,az:0.27555555555555555,q: 80.25,rV:    60,lV:    60,Camera:0
64940,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:-0.23222222222222222,ay:  0.13,az:-0.15222222222222223,q:80.1875,rV:    60,lV:    60,Camera:0
65028,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:0.8477777777777777,ay:0.07111111111111111,az:0.41555555555555557,q:79.6875,rV:    60,lV:    60,Camera:0
65119,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:0.4166666666666667,ay:-0.12666666666666668,az:0.09444444444444444,q: 78.25,rV:    60,lV:    60,Camera:0
65174,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax: -0.52,ay:-0.10666666666666667,az:0.0033333333333333335,q: 77.75,rV:    60,lV:    60,Camera:0
65234,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:-0.9188888888888889,ay:0.10555555555555556,az:0.005555555555555556,q:  78.0,rV:    60,lV:    60,Camera:0
65244,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:-0.4911111111111111,ay:0.5388888888888889,az:0.06777777777777778,q:  78.0,rV:    60,lV:    60,Camera:0
65343,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:0.12777777777777777,ay:-0.22333333333333333,az:0.2577777777777778,q:  77.0,rV:    60,lV:    60,Camera:0
65350,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:0.5888888888888889,ay:-0.052222222222222225,az:0.1711111111111111,q:76.9375,rV:    60,lV:    60,Camera:0
65663,state:6,Time:13:39:42,Lat:35.55490333,Lng:139.65551500,ax:-0.46555555555555556,ay:  0.05,az:0.11888888888888889,q:76.3125,rV:    60,lV:    60,Camera:0
65780,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.17555555555555555,ay:-0.2288888888888889,az:0.15555555555555556,q:75.1875,rV:    60,lV:    60,Camera:0
65900,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:-0.4811111111111111,ay:-0.20222222222222222,az:0.05444444444444444,q:74.9375,rV:    60,lV:    60,Camera:0
65991,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.051111111111111114,ay:  0.18,az:0.07777777777777778,q:74.8125,rV:    60,lV:    60,Camera:0
66080,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.11222222222222222,ay:-0.8077777777777778,az:  0.16,q:74.4375,rV:    60,lV:    60,Camera:0
66168,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:  0.73,ay:-0.11666666666666667,az: -0.23,q: 74.25,rV:    60,lV:    60,Camera:0
66226,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:-0.8722222222222222,ay:-0.021111111111111112,az:-0.19111111111111112,q:  75.0,rV:    60,lV:    60,Camera:0
66270,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.0022222222222222222,ay:0.3844444444444444,az: -0.18,q:75.875,rV:    60,lV:    60,Camera:0
66283,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:-1.0977777777777777,ay:0.8911111111111111,az:-0.0044444444444444444,q: 75.75,rV:    60,lV:    60,Camera:0
66393,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.23666666666666666,ay:-0.5555555555555556,az:-0.17666666666666667,q:76.5625,rV:    60,lV:    60,Camera:0
66404,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.7588888888888888,ay:-0.2577777777777778,az:-0.2722222222222222,q:76.6875,rV:    60,lV:    60,Camera:0
66729,state:6,Time:13:39:43,Lat:35.55490500,Lng:139.65551500,ax:0.2722222222222222,ay: -1.13,az:0.016666666666666666,q:  73.0,rV:    60,lV:    60,Camera:0
66843,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:0.3088888888888889,ay:-0.26555555555555554,az:-0.016666666666666666,q:72.375,rV:    60,lV:    60,Camera:0
66956,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-0.9244444444444444,ay:0.22555555555555556,az:0.18555555555555556,q:71.6875,rV:    60,lV:    60,Camera:0
67049,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-0.6866666666666666,ay:0.27111111111111114,az:  0.05,q: 71.75,rV:    60,lV:    60,Camera:0
67128,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-1.198888888888889,ay:0.9322222222222222,az:0.5977777777777777,q:70.3125,rV:    60,lV:    60,Camera:0
67213,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:  0.21,ay:-0.6077777777777778,az:-0.5188888888888888,q:71.125,rV:    60,lV:    60,Camera:0
67255,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-0.3433333333333333,ay:  0.35,az:0.12222222222222222,q:71.6875,rV:    60,lV:    60,Camera:0
67308,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:0.8644444444444445,ay:-0.5866666666666667,az:-0.03222222222222222,q:71.625,rV:    60,lV:    60,Camera:0
67322,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:0.7466666666666667,ay:-0.23222222222222222,az:0.18777777777777777,q:71.5625,rV:    60,lV:    60,Camera:0
67423,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-0.19111111111111112,ay: -0.17,az:0.5444444444444444,q:70.3125,rV:    60,lV:    60,Camera:0
67430,state:6,Time:13:39:44,Lat:35.55490500,Lng:139.65551667,ax:-0.5122222222222222,ay:0.11222222222222222,az:0.5177777777777778,q:  70.0,rV:    60,lV:    60,Camera:0
67734,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:0.25222222222222224,ay:-0.4111111111111111,az:0.47555555555555556,q:  68.0,rV:    60,lV:    60,Camera:0
67845,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.45111111111111113,ay:-0.025555555555555557,az:-0.17222222222222222,q:68.375,rV:    60,lV:    60,Camera:0
67960,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.2822222222222222,ay:0.13333333333333333,az:0.31555555555555553,q: 67.75,rV:    60,lV:    60,Camera:0
68044,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:0.7533333333333333,ay:0.07333333333333333,az:-0.03333333333333333,q:  67.0,rV:    60,lV:    60,Camera:0
68126,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:0.8266666666666667,ay:-0.2922222222222222,az:-0.11222222222222222,q:  67.0,rV:    60,lV:    60,Camera:0
68212,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:  0.74,ay:-0.34444444444444444,az:-0.33111111111111113,q: 68.25,rV:    60,lV:    60,Camera:0
68256,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.07888888888888888,ay:-0.07555555555555556,az:0.06888888888888889,q:68.375,rV:    60,lV:    60,Camera:0
68308,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:0.2577777777777778,ay:0.07888888888888888,az:0.09777777777777778,q:68.1875,rV:    60,lV:    60,Camera:0
68324,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.30777777777777776,ay:-0.35333333333333333,az:0.20666666666666667,q:  68.0,rV:    60,lV:    60,Camera:0
68429,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.5888888888888889,ay:0.3477777777777778,az:0.17777777777777778,q:67.4375,rV:    60,lV:    60,Camera:0
68437,state:6,Time:13:39:45,Lat:35.55490667,Lng:139.65551667,ax:-0.21333333333333335,ay:-0.3233333333333333,az:  0.14,q:67.375,rV:    70,lV:    50,Camera:0
68746,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:   0.0,ay:0.13111111111111112,az:0.6322222222222222,q:  60.0,rV:    70,lV:    50,Camera:0
68860,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-1.1222222222222222,ay:0.33666666666666667,az:0.9577777777777777,q:54.875,rV:    70,lV:    50,Camera:0
68976,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:0.09333333333333334,ay:0.06111111111111111,az:0.8877777777777778,q:49.9375,rV:    70,lV:    50,Camera:0
69057,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:  0.07,ay:-0.36666666666666664,az:0.43555555555555553,q: 47.25,rV:    70,lV:    50,Camera:0
69140,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-0.9844444444444445,ay:0.3188888888888889,az:1.048888888888889,q:  45.5,rV:    70,lV:    50,Camera:0
69228,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-0.27444444444444444,ay:0.47444444444444445,az:0.7477777777777778,q:41.1875,rV:    70,lV:    50,Camera:0
69272,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-0.06333333333333334,ay:0.13444444444444445,az:0.5888888888888889,q:39.8125,rV:    70,lV:    50,Camera:0
69320,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:0.3977777777777778,ay:-0.008888888888888889,az:0.5733333333333334,q:  37.5,rV:    70,lV:    50,Camera:0
69331,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:0.34444444444444444,ay:-1.1088888888888888,az:0.43777777777777777,q: 37.25,rV:    70,lV:    50,Camera:0
69435,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-1.6011111111111112,ay:0.5288888888888889,az:0.9622222222222222,q:33.4375,rV:    70,lV:    50,Camera:0
69442,state:6,Time:13:39:46,Lat:35.55490833,Lng:139.65551833,ax:-0.8333333333333334,ay:0.9411111111111111,az:0.8788888888888889,q:33.4375,rV:    50,lV:    70,Camera:0
69736,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:0.29444444444444445,ay:-0.6888888888888889,az:-0.4722222222222222,q:35.125,rV:    50,lV:    70,Camera:0
69851,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:0.023333333333333334,ay:-1.1388888888888888,az:-0.07333333333333333,q:35.875,rV:    50,lV:    70,Camera:0
69967,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:  -0.3,ay:0.7944444444444444,az:-0.48444444444444446,q: 38.25,rV:    50,lV:    70,Camera:0
70048,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:0.5677777777777778,ay:-0.2644444444444444,az:-0.5188888888888888,q: 40.75,rV:    50,lV:    70,Camera:0
70113,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:-0.052222222222222225,ay:1.7644444444444445,az:-0.5911111111111111,q:42.1875,rV:    50,lV:    70,Camera:0
70202,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax: -0.02,ay: -0.96,az:-0.6755555555555556,q:45.375,rV:    50,lV:    70,Camera:0
70248,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:-0.3388888888888889,ay:0.4122222222222222,az:-0.19111111111111112,q:46.375,rV:    50,lV:    70,Camera:0
70298,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:0.27444444444444444,ay:0.4588888888888889,az:-0.48444444444444446,q:47.5625,rV:    50,lV:    70,Camera:0
70312,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:-0.2388888888888889,ay:-0.19555555555555557,az:-0.3188888888888889,q: 47.75,rV:    50,lV:    70,Camera:0
70415,state:6,Time:13:39:47,Lat:35.55491000,Lng:139.65551833,ax:0.22111111111111112,ay:0.7144444444444444,az:-0.5777777777777777,q:48.6875,rV:    50,lV:    70,Camera:0
